Change Component DesignItemId : Designator=R22 Old DesignItemId=RES2462 New DesignItemId=RES2221
Change Component DesignItemId : Designator=R59 Old DesignItemId=RES2462 New DesignItemId=RES2221
Change Component DesignItemId : Designator=R68 Old DesignItemId=RES2462 New DesignItemId=RES2221
Change Component DesignItemId : Designator=R75 Old DesignItemId=RES2462 New DesignItemId=RES2221
Change Component DesignItemId : Designator=R84 Old DesignItemId=RES2462 New DesignItemId=RES2221
Change Component DesignItemId : Designator=R92 Old DesignItemId=RES2462 New DesignItemId=RES2221
Change Component DesignItemId : Designator=R52 Old DesignItemId=RES2463 New DesignItemId=RES3368
Change Component DesignItemId : Designator=R69 Old DesignItemId=RES2463 New DesignItemId=RES3368
Change Component DesignItemId : Designator=R85 Old DesignItemId=RES2463 New DesignItemId=RES3368
Change Component DesignItemId : Designator=R60 Old DesignItemId=RES2514 New DesignItemId=RES3451
Change Component DesignItemId : Designator=R76 Old DesignItemId=RES2514 New DesignItemId=RES3451
Change Component DesignItemId : Designator=R93 Old DesignItemId=RES2514 New DesignItemId=RES3451
Change Component DesignItemId : Designator=R21 Old DesignItemId=RSMT0688 New DesignItemId=RSMT1213
Change Component DesignItemId : Designator=R58 Old DesignItemId=RSMT0688 New DesignItemId=RSMT1213
Change Component DesignItemId : Designator=R67 Old DesignItemId=RSMT0688 New DesignItemId=RSMT1213
Change Component DesignItemId : Designator=R74 Old DesignItemId=RSMT0688 New DesignItemId=RSMT1213
Change Component DesignItemId : Designator=R83 Old DesignItemId=RSMT0688 New DesignItemId=RSMT1213
Change Component DesignItemId : Designator=R91 Old DesignItemId=RSMT0688 New DesignItemId=RSMT1213
Change Component DesignItemId : Designator=R2 Old DesignItemId=RSMT1282 New DesignItemId=RES1023
Change Component Footprint: Designator=R21 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R22 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R52 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R58 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R59 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R60 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R67 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R68 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R69 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R74 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R75 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R76 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R83 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R84 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R85 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R91 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R92 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change Component Footprint: Designator=R93 Old Footprint=RES_C_0603 New Footprint=RES_C_0402
Change component parameters: Designator = "R2" ("R2"); Footprint = "RES_C_0402"; UniqueID = "\ODBHVTLH" ("\ODBHVTLH")
Change component parameters (AddParameter): Name = "Category"; Value = "Resistor"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "SVN Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://chn-vm-apps.microchip.com/mchprepo/parts/Datasheets/AOA0000CE2.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Local Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "C:\ALTIUM_WORK\00001_MCHP-CDB\Datasheets\AOA0000CE2.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Open Symbol"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "C:\ALTIUM_WORK\00001_MCHP-CDB\Library\LibraryRefs\Resistor.SchLib"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "Open Footprint"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "C:\ALTIUM_WORK\00001_MCHP-CDB\Library\Footprints\RES_C_0402.PcbLib"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "Open Footprint 2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6Description"; Value = "Open Footprint 3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink7Description"; Value = "Open Footprint 4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Composition"; Value = "TKF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Description_"; Value = "RES TKF 2.2k 1% 1/10W SMD 0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dev Tools Status"; Value = "Production"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer 1"; Value = "Panasonic"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number 1"; Value = "ERJ-2RKF2201X"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MCHP-ID"; Value = "RES1023"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55C to +155C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Owner"; Value = "Tad Ahlvers"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Populated"; Value = "YES"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power"; Value = "1/10W"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Quantity Override"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Revision"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Status"; Value = "MCL Design"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "P2.20KLTR-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "Resistor"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "100ppm/C"; VariantName = "[No Variations]"
